@relation mulcross
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Target {Normal,Anomaly}
@data
0.036187275,1.159547852,0.32258495,-0.28546503,'Normal'
0.301186111,2.048072114,-0.920127856,1.121334703,'Normal'
-0.501092732,-0.676914761,-0.359563442,-0.543424831,'Normal'
0.149061691,1.651993808,-0.299670879,0.084022157,'Normal'
0.326581111,-0.492607653,-0.421389726,-0.173111319,'Normal'
1.915359889,0.380859945,0.071927062,-0.451204191,'Normal'
0.23412895,-1.504767683,1.59276945,-0.834313372,'Normal'
-0.267570926,0.07948533,0.348476794,-0.392073909,'Normal'
0.474475847,1.070793382,-0.583024713,0.099436682,'Normal'
-0.353411789,-1.717815895,0.34994212,-0.087506069,'Normal'
-0.14270731,-0.599165316,-0.029323563,-0.393137782,'Normal'
1.236365011,1.289821996,0.68602067,0.269403827,'Normal'
-0.974605994,0.151282144,0.218137654,-0.123196339,'Normal'
-0.325788304,0.236154239,0.038287122,-0.753961825,'Normal'
-0.952620179,1.304888077,0.480448727,0.175354552,'Normal'
-0.205422983,-1.041968314,-0.143092987,-0.46014472,'Normal'
-1.93597843,1.487666492,0.225280251,0.435274384,'Normal'
0.690242442,-1.200122585,-2.524752973,2.382426608,'Anomaly'
1.066202676,1.303772041,-0.037937358,-0.798775663,'Normal'
0.894555584,-1.0767758,-2.606516687,2.409943794,'Anomaly'
-0.274288368,0.149287163,-0.419746931,0.807055327,'Normal'
0.708814538,1.627741034,-0.186838726,0.521647519,'Normal'
-0.951677898,0.248435908,-0.745780097,-0.002280594,'Normal'
0.038734613,0.117420633,-0.113520102,-0.159476228,'Normal'
-0.435835767,-0.496924962,0.663020412,-0.081941963,'Normal'
0.639360791,1.170081915,-0.030686378,1.01996835,'Normal'
-0.166327806,0.432889471,-0.747473196,0.368344486,'Normal'
1.958431584,0.946940874,1.097892748,-0.609283712,'Normal'
0.745778469,-1.226283518,2.490722576,2.314176659,'Anomaly'
-0.686339711,-0.412765505,0.721273861,-0.871619862,'Normal'
0.721272814,-0.211455028,-0.755526524,-0.456845717,'Normal'
-2.038613626,-2.058314452,0.059065119,-0.027496981,'Normal'
1.331396569,0.683893963,-0.37959953,-0.199181166,'Normal'
1.667482673,0.668759616,-0.822040206,0.045938935,'Normal'
0.789968143,-2.147668418,-0.11717048,-1.750168029,'Normal'
-1.143690507,-1.262282154,0.827700412,-0.237859593,'Normal'
-1.920045906,0.25578112,0.01317009,-0.40675159,'Normal'
1.835967831,-0.557853552,-0.837444468,-0.692005441,'Normal'
-1.56188017,-1.233628375,-0.321464026,-0.771362489,'Normal'
2.687937611,1.224806622,-0.508550123,-0.276953334,'Normal'
-1.920606726,-0.877885226,0.257840247,0.313368038,'Normal'
0.868600949,1.363262871,-1.25945682,1.032737417,'Normal'
-0.718945304,0.79921063,-0.255448272,-0.15989527,'Normal'
0.819456088,0.770667155,0.915403219,-0.365245671,'Normal'
0.808054735,-0.608675965,0.010529162,-0.813956655,'Normal'
-1.428907785,0.103455142,0.256401537,-0.650074223,'Normal'
0.891440645,0.258609163,-0.061977822,-1.031372434,'Normal'
-1.808948896,-0.197141803,-0.412904465,0.043307389,'Normal'
-0.794683657,0.388095998,-1.132416635,0.093227662,'Normal'
0.454287311,0.432588164,0.022753336,-0.389603993,'Normal'
-0.438797461,-0.455157889,-0.422367285,-1.215967752,'Normal'
-1.124384287,-1.219990124,0.811158365,-0.177080698,'Normal'
0.3681461,-0.17271348,0.195530272,-0.858673543,'Normal'
0.889827582,1.635425482,1.149589059,-0.046926181,'Normal'
0.105842141,-0.621731101,-0.620270827,-0.844564104,'Normal'
0.453190736,0.530128679,-0.553768748,-0.288912173,'Normal'
0.523574321,1.89651955,0.445437449,0.059682372,'Normal'
-0.162950965,-0.217453803,0.208365452,-0.299061745,'Normal'
-0.273764219,0.545369683,-0.251882009,-0.945405377,'Normal'
0.199611609,0.733719547,0.191552767,-0.507728978,'Normal'
0.547419457,-1.737937957,0.224870708,-1.781276437,'Normal'
0.745891669,0.72966592,-0.830349274,-0.787183777,'Normal'
-0.945959639,1.429700564,-0.479324242,1.100828437,'Normal'
-0.080401684,-1.613156612,-1.252178308,-0.756003505,'Normal'
0.402205636,1.155327315,-0.153819955,-0.235425079,'Normal'
0.458844458,0.841639378,0.00074702,-0.013713489,'Normal'
-0.667061094,0.153828857,-0.267221005,0.190544313,'Normal'
1.304574132,0.48433296,-0.254793788,-0.326764985,'Normal'
0.348904972,0.309050065,0.440326301,-0.316385462,'Normal'
-0.952096075,1.155114936,0.109808656,1.048795354,'Normal'
-1.125383171,0.990846851,-0.089582214,-0.049088525,'Normal'
0.707753322,-1.076419603,-2.637267394,2.438837624,'Anomaly'
-0.516983832,-1.416462569,0.203608835,-0.881920807,'Normal'
1.090073013,-0.508706863,-1.157804095,-0.553839114,'Normal'
-1.928350467,0.665209566,1.132823225,0.258199725,'Normal'
0.255805226,0.920709871,0.350574123,-0.540927838,'Normal'
-0.885415307,-0.769117762,-0.060016234,-0.248444661,'Normal'
-0.444639331,-0.71948793,0.475117569,-0.018713732,'Normal'
0.575838999,-0.082617114,-0.444875852,-1.015706177,'Normal'
1.331030072,-0.018968994,0.724203671,-0.510878433,'Normal'
0.785757032,-1.172187903,2.615063196,2.42483779,'Anomaly'
0.242698523,-0.437619326,-0.609038608,-1.551047404,'Normal'
1.123223919,2.294352922,0.696865782,-0.231219443,'Normal'
-0.12324494,2.426931771,0.089648866,-0.142584077,'Normal'
-0.711794797,1.209035092,-0.280528841,0.112854445,'Normal'
-1.341117287,0.824772334,0.468298903,0.540989758,'Normal'
-1.016949477,-1.171589138,0.381445718,-0.176348378,'Normal'
0.958671692,-1.200040039,-2.486188994,2.328844243,'Anomaly'
-1.044792029,0.137862632,0.437043943,0.318717293,'Normal'
-0.765724231,0.935410973,-2.27615539,0.230997905,'Normal'
0.677335824,0.176107515,-0.526100775,-0.680672326,'Normal'
1.409721598,1.608999063,2.017410141,0.082746632,'Normal'
0.210804304,-1.591049868,0.157905987,-0.842976604,'Normal'
0.941996456,-1.109199235,-2.429757176,2.397269775,'Anomaly'
1.418347814,-1.056727632,-0.406436235,-1.280918859,'Normal'
0.733246402,-1.947041322,0.942411287,-1.24742376,'Normal'
-0.745181151,-0.058034172,0.349609406,-0.229758907,'Normal'
0.45887724,-0.184458294,-0.425104339,-0.865696321,'Normal'
1.31598824,-1.472732615,0.344927501,-1.353345193,'Normal'
-0.169449694,-0.300871528,-0.792612446,-0.399938766,'Normal'
0.373416923,0.435894845,-0.208198687,-0.016797041,'Normal'
0.646754689,-1.143744997,-2.579943389,2.339507186,'Anomaly'
0.919235681,-1.151298316,-2.728976715,2.425426995,'Anomaly'
0.864671587,-1.079786331,2.645877316,2.347857572,'Anomaly'
-0.257925757,0.002041434,0.843554965,-0.462262642,'Normal'
0.322924838,-1.558695837,1.064806632,-0.945207757,'Normal'
0.252912962,0.255181692,0.684198647,-0.274935618,'Normal'
0.193455248,0.815193354,-0.030868889,0.967647631,'Normal'
0.860159614,-1.303746263,-2.477818905,2.379663504,'Anomaly'
-1.830145325,-1.771390959,0.335634633,-0.389275075,'Normal'
0.479384088,-1.272761003,0.28041203,-0.891291364,'Normal'
-0.334701392,-2.139012991,-0.703405393,-0.724048813,'Normal'
1.922287867,0.767928603,-0.060090752,-0.26914226,'Normal'
-1.477325071,-1.165868479,-0.38012167,-0.721217451,'Normal'
1.108487027,0.524151679,-0.75838992,-0.351984134,'Normal'
-1.776084324,0.653811773,-0.887240833,0.380130072,'Normal'
-0.052958084,0.092391808,-0.108663764,-0.929337083,'Normal'
2.053708176,0.970476106,0.850482214,-1.236553274,'Normal'
-1.449773377,-0.952616908,0.887582,-0.262453477,'Normal'
-0.241731917,0.052622225,0.649278245,-0.731817187,'Normal'
0.0317857,0.345141456,-0.52652215,0.257109155,'Normal'
-0.439276304,-0.235895389,-0.648817687,-0.616217863,'Normal'
0.677541096,-0.08163459,0.07321508,-0.048337673,'Normal'
-1.194624506,0.761438475,0.342749406,-0.302141335,'Normal'
0.836794852,0.284877959,-0.363426922,-0.261793539,'Normal'
2.170025019,-0.374083531,0.859918857,-1.246645512,'Normal'
2.346227976,0.468913183,-0.289516918,-0.573986213,'Normal'
0.887712908,0.597896957,-0.13779637,-0.222189166,'Normal'
-0.283739235,-0.2929684,0.1787367,-1.076749724,'Normal'
-0.365189459,-0.395258484,0.2228232,-0.813848423,'Normal'
1.809154314,1.298174832,0.061891458,1.040039161,'Normal'
-0.186454444,-1.392426257,0.565171272,-1.340109357,'Normal'
-1.505661491,-0.120001904,-0.175396113,0.203445627,'Normal'
0.793383626,-1.03450855,-2.504262553,2.490152862,'Anomaly'
-2.357790209,-1.530608278,1.095936387,-0.103823052,'Normal'
-1.778165179,-0.030070746,0.260719957,0.775570263,'Normal'
1.202099643,-0.635576336,-0.062043078,-0.973678698,'Normal'
-1.350513618,1.290942822,-0.551407518,1.50242055,'Normal'
0.702738864,-1.133164771,-2.705597269,2.461580647,'Anomaly'
1.040125333,0.48544394,0.57274217,-0.620803831,'Normal'
-1.178267152,0.751394346,0.010722155,-0.025585094,'Normal'
0.714328089,-1.109615089,-2.58942822,2.402847437,'Anomaly'
-1.019912079,0.044183607,-0.2357078,0.363760124,'Normal'
-1.273674389,0.801043751,0.083274827,-0.168481364,'Normal'
-0.72659927,0.710842374,-1.687634112,-0.403052337,'Normal'
0.571913785,-1.235431858,-0.315717933,-1.601007044,'Normal'
-0.049011116,-0.880945441,0.39693897,-0.563940875,'Normal'
1.062363033,1.083617221,-1.147418622,-0.327672502,'Normal'
0.113463509,-0.707254282,-0.890726467,-0.976647219,'Normal'
-0.041584399,1.176293056,0.652918047,0.690443345,'Normal'
-1.193894498,-1.056251682,1.023917678,-0.670460783,'Normal'
2.232415537,1.59392178,-1.246474527,0.237048328,'Normal'
-0.392497641,-2.278108106,-1.568444573,-1.719417024,'Normal'
1.130856052,-0.41438481,-0.474858536,-0.791674432,'Normal'
1.021008997,-0.990762358,-0.662557195,-1.215789433,'Normal'
-1.9728003,-0.825097871,0.338382109,-0.18287949,'Normal'
-1.079056887,1.152628448,1.001646592,0.039766848,'Normal'
0.92208912,1.46434551,0.067479745,-0.782728823,'Normal'
2.501559309,2.007544442,0.613592248,-0.855815796,'Normal'
-0.635973933,2.087370333,0.070787058,0.745221,'Normal'
-0.266813741,0.310717943,0.520401427,-0.001122075,'Normal'
0.093970061,-0.074156139,0.510454076,-0.970644774,'Normal'
0.609901617,0.110635669,0.429102942,-1.016720677,'Normal'
-0.784627265,-0.167214175,0.176640581,-0.015215732,'Normal'
-0.503773956,-0.520607401,-0.301968701,-0.638175227,'Normal'
-1.293113679,0.242476698,0.150602128,-0.002544375,'Normal'
0.584000141,0.224625872,0.096727458,-0.416005567,'Normal'
2.016471426,1.289309205,-0.205529337,-0.203329988,'Normal'
-0.864513711,-0.113483301,0.318613513,-0.710170835,'Normal'
1.182959044,-0.08667715,0.395686014,-0.937935411,'Normal'
0.630411146,-1.156959288,2.599922726,2.402573837,'Anomaly'
-2.324019839,-1.720768996,-0.805683132,-0.353061893,'Normal'
-1.305172397,-1.649969831,0.337974528,-0.186304246,'Normal'
-0.076311551,-0.030600744,0.31897189,-0.929700248,'Normal'
0.286481031,-1.328799581,-0.192162437,-0.978855671,'Normal'
-0.622719751,2.820260268,0.238599918,1.451413137,'Normal'
2.458437583,-2.228973355,0.367799401,-1.343606571,'Normal'
0.050882693,0.3372911,-1.051219198,-0.760895392,'Normal'
-0.158316755,0.473130645,-0.109699966,1.037121669,'Normal'
-0.031264535,2.102278937,0.116728111,-0.051584542,'Normal'
-0.147996962,0.355575104,-0.131415807,-1.211373327,'Normal'
0.729010104,0.900849183,0.250420979,-0.731528161,'Normal'
-0.263469511,-0.579518125,0.557513741,0.382078218,'Normal'
0.867526481,-0.874612538,0.154218334,-1.4046098,'Normal'
-0.863511667,-0.115058159,0.524764493,0.421240268,'Normal'
0.889137786,0.315669364,-0.566983045,-0.664080335,'Normal'
0.629485893,-1.122226197,-2.590637322,2.349355654,'Anomaly'
0.416419154,1.608093171,-0.346190528,0.628072522,'Normal'
-1.13605119,-0.956847528,0.177638581,0.423794145,'Normal'
0.376027906,1.113809435,-0.238340963,-0.318860215,'Normal'
-2.025604858,-0.083303717,-0.311478716,0.159263706,'Normal'
1.26166425,1.052776108,0.092610172,-0.282373254,'Normal'
-0.241191856,-0.917729848,1.28464301,-0.194477546,'Normal'
0.768313017,-1.032851578,2.568061119,2.383361665,'Anomaly'
0.913224042,0.997234903,-0.87444522,-0.366823999,'Normal'
0.11205564,-0.107916425,0.702535319,-0.915840078,'Normal'
-0.40441213,0.357135477,1.163413863,0.83679923,'Normal'
-1.392881336,-0.318466228,0.379463074,0.718856684,'Normal'
-0.505281459,-0.980290683,0.699788408,-1.10252419,'Normal'
-0.651644666,-1.047178335,0.896762373,-0.114918629,'Normal'
-1.589411477,-0.085685551,-0.641353507,-0.063480008,'Normal'
-1.131718347,-1.839739631,-0.542292055,-1.288278527,'Normal'
1.578634205,0.34192203,1.155324198,-0.306637401,'Normal'
-0.394781893,-0.0106944,-0.804993148,-0.320709666,'Normal'
0.930841015,-0.104905704,-0.277298449,0.025765802,'Normal'
-2.118363352,0.35102241,-0.942342581,0.675052586,'Normal'
0.629784032,0.225682772,-0.110945977,-0.204515961,'Normal'
-1.462981657,-0.004853379,0.076834565,0.421357337,'Normal'
-1.480633295,0.277378433,-0.341364038,0.15485718,'Normal'
-1.393511163,0.178298881,0.360721834,-0.539698173,'Normal'
1.758583812,1.092585623,0.237893526,-0.537500459,'Normal'
1.385910542,0.119354208,0.093795199,-0.868112391,'Normal'
0.598148514,-0.797788073,-0.353976418,-0.02706276,'Normal'
0.00143544,0.624766043,0.018653642,-0.9863921,'Normal'
1.695852192,-0.575119768,-0.48255486,-0.43917176,'Normal'
-0.098350497,0.559999485,-0.459771765,-0.638367363,'Normal'
0.060113489,0.182477613,0.543436125,-0.253873795,'Normal'
-1.155506166,0.834007983,0.446118345,0.006501088,'Normal'
-0.565932196,0.301005369,0.627260233,0.295678955,'Normal'
-0.924888361,-1.885719531,-0.133259004,-0.632849338,'Normal'
-0.320875972,-0.024286403,-0.00535582,0.406335974,'Normal'
-0.787616658,-0.472903074,0.804228999,-0.416317913,'Normal'
1.137963389,-1.020249841,-0.645098327,-0.521507999,'Normal'
-0.059584171,1.285521146,0.376826946,-0.167473275,'Normal'
-2.218888483,0.263553215,-0.275203704,0.190272759,'Normal'
0.489824569,-2.228776368,0.066410086,-1.376389218,'Normal'
-0.156522861,0.912669973,-0.327600684,0.321351575,'Normal'
-0.364447572,0.198423097,0.47765208,0.392568167,'Normal'
-0.559865756,1.087000036,-1.634253915,0.299136162,'Normal'
1.170889637,2.269533158,0.053834082,0.740483496,'Normal'
0.551584974,0.517999895,-0.5018497,-0.461650155,'Normal'
0.873127884,0.450551473,0.997296369,0.136715816,'Normal'
0.700474649,-1.198885557,-2.5240309,2.36192179,'Anomaly'
0.345038837,0.29181408,-0.631591861,-1.195015897,'Normal'
-2.330626988,0.487652457,0.282415815,-0.019207176,'Normal'
0.784692104,-1.215912444,0.345277667,-1.555431672,'Normal'
1.037990913,1.668805811,-0.982884995,0.176933158,'Normal'
-0.621505968,-1.017862264,-0.846941525,-0.42871309,'Normal'
-0.723858039,1.548087026,-0.560039275,-0.095256448,'Normal'
-0.702880206,1.22252805,0.630278689,0.573639758,'Normal'
1.289494554,-0.492759505,0.338988834,-1.411247056,'Normal'
0.748273149,-1.085979812,2.535733997,2.332433591,'Anomaly'
0.127857269,-0.606593094,0.238514885,-0.653273181,'Normal'
0.691151516,-0.335249755,0.279516828,0.1388045,'Normal'
-0.49053399,0.283372609,0.490217918,0.883977703,'Normal'
0.827527061,-1.352232575,2.500755666,2.248272256,'Anomaly'
1.878013229,0.620650179,0.410218928,-0.033576681,'Normal'
-0.028882207,0.933491436,0.987581562,-0.603475714,'Normal'
-0.460072004,0.356769889,-0.28847663,0.192374158,'Normal'
0.114630988,-0.854613215,-0.423616325,-0.364418281,'Normal'
0.602500666,0.878408523,-0.82392872,0.447854174,'Normal'
0.957369142,0.504195726,-0.932143071,-0.598996379,'Normal'
1.47103365,1.494716718,-0.819020697,-0.80760001,'Normal'
0.775324738,-0.968431186,-2.749521973,2.426995813,'Anomaly'
1.240105361,-0.325569257,0.613425784,-0.952481702,'Normal'
1.446784731,0.116465532,0.181230829,-0.190358045,'Normal'
-0.732139221,-1.138265102,0.809396732,-0.865495054,'Normal'
-0.923041626,-0.085968202,-0.130467227,0.171941596,'Normal'
-1.011585842,0.557130729,-0.088265595,-0.072373553,'Normal'
-1.208446272,0.31687255,0.259949882,-0.203415033,'Normal'
1.542325126,0.528019317,-0.220975448,-0.720422121,'Normal'
-1.025182032,-0.12847262,0.855184729,0.306186822,'Normal'
-0.998192339,0.549967227,-0.42210029,-0.136984299,'Normal'
2.197625303,0.251733143,0.470665727,-1.561092086,'Normal'
-1.507876389,0.77150857,-1.077208282,0.351364866,'Normal'
1.439456066,1.326908238,-0.710542706,-0.489122709,'Normal'
-0.62939258,-0.21101264,-0.235348247,-0.541469599,'Normal'
0.373994103,1.84516678,-0.927819714,0.941540714,'Normal'
-0.710520531,-0.18122104,-0.704558334,-0.203272045,'Normal'
1.083039867,1.03993659,0.543248335,-0.01980346,'Normal'
-1.638834575,0.574374682,0.072043051,-0.201848427,'Normal'
0.944424518,-0.967917731,-0.039826598,-1.081391384,'Normal'
-0.313244865,-0.108719553,-0.157087844,0.154932902,'Normal'
0.404110435,-0.064548938,0.423869187,0.069419665,'Normal'
-0.91512632,0.667596437,-0.312964211,-0.108475115,'Normal'
-0.121250602,1.550499518,-1.292539996,0.242548086,'Normal'
-0.106717051,-1.088419063,-0.616775656,-0.707925231,'Normal'
-1.565608095,0.492741293,0.21371389,0.046320044,'Normal'
-0.756753151,1.158582647,-0.310621023,0.578047418,'Normal'
-0.392806926,1.397131596,0.687077241,0.828467783,'Normal'
-1.061076585,0.253412445,0.159870929,0.08125267,'Normal'
0.172008005,-0.376135641,0.377722015,-0.471560452,'Normal'
-1.008823563,0.69162748,-1.395847804,0.112158506,'Normal'
-0.639776566,-0.349220498,0.058106203,0.373505085,'Normal'
0.784445842,-1.035566242,-2.691832938,2.493106007,'Anomaly'
1.566976901,0.89955428,0.199518267,-0.608924283,'Normal'
1.007424537,-0.104394971,-1.098577816,-1.121398413,'Normal'
-1.362887319,-2.488591861,1.360469506,-1.177842299,'Normal'
-1.687950522,-0.90979875,-0.247752496,-0.776623387,'Normal'
-1.193394635,-0.383359977,-0.217044814,-0.185216129,'Normal'
-0.48351176,-0.496679522,0.877429902,0.116079683,'Normal'
-0.23737634,-0.811333201,0.721676012,-1.416639982,'Normal'
-0.227173959,-0.254349222,-0.618673001,-1.392514974,'Normal'
0.826822839,1.410294477,0.056339643,0.769688149,'Normal'
0.570968482,0.587839228,0.183973362,0.458127293,'Normal'
-0.313552643,0.845257792,-0.815185653,-0.75945522,'Normal'
0.431504265,-0.034486139,-0.275665219,-0.64505878,'Normal'
0.705767373,-0.91832139,-2.592599353,2.391651309,'Anomaly'
-1.040416707,0.787982609,-1.227728634,-0.090501377,'Normal'
-1.004461893,-1.179009672,-0.22706186,-0.851681587,'Normal'
-0.102034283,0.063764235,-0.672910271,-0.902796324,'Normal'
-0.001961715,0.595740451,-0.213439496,-0.57849603,'Normal'
-1.274258105,0.091899365,0.080173098,0.265025188,'Normal'
-0.05457494,0.094537076,0.856253853,-0.360184436,'Normal'
0.201176906,0.211398944,-0.177268391,-0.334842129,'Normal'
0.858699611,1.014727882,0.297530465,-0.091300512,'Normal'
-0.057316073,1.399098303,-0.499033544,0.204334608,'Normal'
-1.072360549,-0.336460128,0.368967951,-0.157747502,'Normal'
0.053542677,0.043883931,-0.314057681,-0.245560918,'Normal'
0.181736769,-0.167424116,1.152971072,-0.141175746,'Normal'
0.640126621,-1.160383604,2.497199233,2.40636632,'Anomaly'
0.241721956,1.42777747,-0.380668687,0.239791028,'Normal'
1.713266991,-1.124703078,-0.138655191,-1.303530415,'Normal'
-0.000434022,-0.304286573,-0.016662298,-0.92157708,'Normal'
-0.4157598,0.562158453,-0.263433183,0.127970943,'Normal'
1.890200591,-0.61875238,0.715617634,-0.328143961,'Normal'
1.084408568,1.668017038,-0.679436257,0.993172369,'Normal'
0.83066598,-1.037087774,2.600012092,2.375956785,'Anomaly'
0.367477888,-0.881070513,-0.548162617,-0.223075926,'Normal'
-0.203128123,-0.669311292,-0.267148155,-0.478720196,'Normal'
2.029750388,0.25213529,0.114789281,-0.793568547,'Normal'
0.660883097,-1.195220896,2.520236944,2.405356119,'Anomaly'
-0.435366055,-0.206482622,0.056824931,0.675676596,'Normal'
0.163690973,-0.96910243,0.200582522,-0.59342538,'Normal'
0.531650536,-0.552504099,0.410545245,-0.925545349,'Normal'
0.308163831,-0.936028079,1.062347702,-1.217496566,'Normal'
0.894819245,-1.553661088,-0.114202623,-1.288468943,'Normal'
0.933109207,-0.060327667,-0.235801768,-0.824743392,'Normal'
0.212254204,-0.019964192,-0.145878442,-0.070781539,'Normal'
1.587101769,0.113669541,0.313960438,-0.564929782,'Normal'
-0.155474081,-0.215370628,-0.004376169,-0.899948766,'Normal'
0.862764837,0.859970722,-0.346026448,0.067685183,'Normal'
0.860065636,-1.042204637,2.63568644,2.47032296,'Anomaly'
-1.173970072,0.65358678,-0.915718223,-0.148077107,'Normal'
0.654198135,-1.765934844,-0.499847891,-0.838635207,'Normal'
0.665146373,-1.057244545,-2.66146731,2.444171671,'Anomaly'
0.493980749,-1.045040928,-0.917022574,-0.609717107,'Normal'
-0.587025977,1.211275564,-0.418621984,0.709264171,'Normal'
0.264563746,0.875365771,0.300110745,-0.224522882,'Normal'
2.59953265,-0.012123577,-0.322578763,-1.291447843,'Normal'
-0.393982158,0.573198726,0.072370503,0.416015189,'Normal'
-0.239770936,0.3548746,0.459082107,-0.486411809,'Normal'
0.235449398,0.234030994,0.543326087,-0.597569469,'Normal'
0.374011568,0.037925095,0.003342955,-0.164054966,'Normal'
0.826150644,-1.178645381,2.615624377,2.342964954,'Anomaly'
0.123028637,-0.623208389,-0.853732057,-0.510085891,'Normal'
0.264481898,1.115807136,-0.322945789,-0.505207241,'Normal'
1.635661833,1.375411521,-0.063166525,-1.07018793,'Normal'
-0.279838352,0.885916556,-0.17402592,0.147073015,'Normal'
0.296492818,1.811157108,-0.00744265,-0.61203231,'Normal'
-0.240368145,2.113461382,0.196652552,1.056630364,'Normal'
0.730162044,-1.964047488,-0.10037873,-1.69810022,'Normal'
-1.000008531,0.669677553,1.223959772,0.852442117,'Normal'
0.40296986,0.847049953,-0.071326262,0.576715239,'Normal'
0.446100728,0.053733369,1.238949672,-0.167640536,'Normal'
0.360137652,1.427058037,-0.334299261,1.126722969,'Normal'
0.625900568,0.803150034,-0.38905205,-0.160850962,'Normal'
-1.245853147,0.015165805,-0.595384382,0.776308946,'Normal'
-0.931306091,-2.208234687,-0.406818504,-0.797433527,'Normal'
-0.584794308,-0.504014478,0.639693504,-0.547521827,'Normal'
0.650127755,0.552163407,-0.896214332,-0.29392367,'Normal'
0.293541979,0.77747243,0.109782284,-0.528356743,'Normal'
0.587421229,0.128672957,-0.57824288,-0.866794013,'Normal'
-1.858074996,-1.025651846,0.297163152,-0.385969885,'Normal'
0.709994273,-1.19421897,2.739976759,2.393114065,'Anomaly'
-1.696427467,-0.669514548,-0.944491628,-0.084910886,'Normal'
0.253013065,0.179134201,-0.646030251,-0.002968481,'Normal'
1.179443779,-1.573856874,0.153006616,-0.919527073,'Normal'
-2.611150235,0.626213146,0.115763922,0.31031905,'Normal'
0.79165217,-1.123247219,-2.518957964,2.428299078,'Anomaly'
1.774324793,0.577738823,-0.585678067,-1.533459572,'Normal'
-0.384033883,-0.065106438,0.246881093,0.643740964,'Normal'
